# Discriminador fractura/contacto sobre los picos del DI (ventana 14, umbral 1.5).
# Fractura: el dámper cae, la percusión cae, la velocidad aumenta.
# Contacto: el dámper NO cae, la percusión se desestabiliza, la rotación varía fuerte, la velocidad pierde su patrón.
# Sin firma clara el evento queda INDETERMINADO; no se le asigna clase.
# conteo: {'fractura': 468, 'contacto': 1480, 'indeterminado': 2651}
# contraste contra sondajes: 1 de 1 evento(s) con clase definida coinciden con la etiqueta de sondaje; 1 quedaron indeterminados y no cuentan ni a favor ni en contra. 4597 pico(s) del MWD no tienen ninguna discontinuidad de sondaje a menos de 3 m: el contraste mide solo la vecindad de los sondajes, no el caserón entero.
# generado: 2026-08-26 04:24
pozo,caseron,largo_m,este,norte,cota,di,clase,delta_pd_rel,delta_pp_rel,delta_vel_rel,cv_pp_rel,cv_pr_rel,cv_vel_rel,evidencia,motivo
PCC_1541_PR01_TH_P06_H1,PCC_1541,9.313,377198.8189927567,6958360.6524994755,311.8121417186417,2.314,indeterminado,0.0886,0.0079,0.1107,0.205,2.3442,0.8277,la velocidad aumenta 11% · el dámper no cae (Δ +9%) · la rotación varía fuerte (CV ×2.3),Sin firma clara: el dámper no cae lo suficiente para ser fractura; la firma de contacto solo reúne 2 de 4 condiciones.
PCC_1541_PR01_TH_P06_H1,PCC_1541,10.58,377198.9172708648,6958360.748030905,313.07167844767844,3.523,indeterminado,-0.1765,-0.0774,-0.1567,19.8219,0.5954,2.4308,el dámper cae 18% · la percusión se desestabiliza (CV ×19.8) · la velocidad pierde su patrón (CV ×2.4),Sin firma clara: el dámper se mueve demasiado para ser contacto; la firma de fractura solo reúne una condición.
PCC_1541_PR01_TH_P06_H1,PCC_1541,12.537,377199.06907059456,6958360.895588132,315.01715072765074,1.525,contacto,-0.0376,-0.0312,-0.149,5.1972,0.479,1.6919,el dámper no cae (Δ -4%) · la percusión se desestabiliza (CV ×5.2) · la velocidad pierde su patrón (CV ×1.7),
PCC_1541_PR01_TH_P06_H1,PCC_1541,14.024,377199.18441356753,6958361.007707497,316.49539154539156,1.614,contacto,-0.0425,-0.0142,-0.1921,2.8685,0.5778,1.8577,el dámper no cae (Δ -4%) · la percusión se desestabiliza (CV ×2.9) · la velocidad pierde su patrón (CV ×1.9),
PCC_1541_PR01_TH_P06_H1,PCC_1541,19.557,377199.6135949189,6958361.424894078,321.9957993762994,1.654,contacto,-0.0466,-0.0231,0.0242,36.4127,1.5623,2.1374,el dámper no cae (Δ -5%) · la percusión se desestabiliza (CV ×36.4) · la rotación varía fuerte (CV ×1.6) · la velocidad pierde su patrón (CV ×2.1),
PCC_1541_PR01_TH_P06_H1,PCC_1541,23.07,377199.88608978374,6958361.68977325,325.488106029106,2.733,contacto,-0.044,-0.0312,-0.0324,43.3779,1.2584,2.7175,el dámper no cae (Δ -4%) · la percusión se desestabiliza (CV ×43.4) · la velocidad pierde su patrón (CV ×2.7),
PCC_1541_PR01_TH_P06_H1,PCC_1541,24.782,377200.01888545946,6958361.818857549,327.1900214830215,1.664,contacto,-0.019,-0.0214,-0.1781,32.8658,0.9472,2.0103,el dámper no cae (Δ -2%) · la percusión se desestabiliza (CV ×32.9) · la velocidad pierde su patrón (CV ×2.0),
PCC_1541_PR01_TH_P06_H2,PCC_1541,0.034,377199.0901017364,6958359.046443002,302.68480234841195,9.113,indeterminado,,,,,,,,Evento no evaluable: no hay puntos suficientes en el evento o en su tramo de referencia (típico cerca del collar).
PCC_1541_PR01_TH_P06_H2,PCC_1541,2.113,377199.25359285576,6958359.200228013,304.75171653512996,3.065,indeterminado,0.3167,0.3984,0.4933,4.096,0.9119,0.9067,la velocidad aumenta 49% · la percusión se desestabiliza (CV ×4.1),Sin firma clara: el dámper no cae lo suficiente para ser fractura; el dámper se mueve demasiado para ser contacto.
PCC_1541_PR01_TH_P06_H2,PCC_1541,8.671,377199.7693094312,6958359.685327629,311.2715930317613,1.57,contacto,-0.0126,-0.0435,0.1149,24.3791,1.7521,2.9631,el dámper no cae (Δ -1%) · la percusión se desestabiliza (CV ×24.4) · la rotación varía fuerte (CV ×1.8) · la velocidad pierde su patrón (CV ×3.0),
PCC_1541_PR01_TH_P06_H2,PCC_1541,17.649,377200.4753331297,6958360.349436251,320.19740138594807,1.563,contacto,-0.0245,-0.0293,0.0322,48.6634,1.4935,4.78,el dámper no cae (Δ -2%) · la percusión se desestabiliza (CV ×48.7) · la velocidad pierde su patrón (CV ×4.8),
PCC_1541_PR01_TH_P06_H2,PCC_1541,21.137,377200.7496270326,6958360.607445927,323.66512465832534,1.965,contacto,-0.021,-0.023,-0.0901,45.9754,1.2731,2.6516,el dámper no cae (Δ -2%) · la percusión se desestabiliza (CV ×46.0) · la velocidad pierde su patrón (CV ×2.7),
PCC_1541_PR01_TH_P06_H2,PCC_1541,22.91,377200.88905452396,6958360.738595915,325.4278177093359,2.664,contacto,-0.0681,-0.0375,0.0516,61.7096,1.5405,2.6898,el dámper no cae (Δ -7%) · la percusión se desestabiliza (CV ×61.7) · la rotación varía fuerte (CV ×1.5) · la velocidad pierde su patrón (CV ×2.7),
PCC_1541_PR01_TH_P06_H2,PCC_1541,24.668,377201.0273024257,6958360.868636343,327.1755979595765,2.334,contacto,-0.013,-0.0259,-0.0733,24.0241,1.3533,2.9407,el dámper no cae (Δ -1%) · la percusión se desestabiliza (CV ×24.0) · la velocidad pierde su patrón (CV ×2.9),
PCC_1541_PR01_TH_P06_H3,PCC_1541,0.126,377199.95316735917,6958358.046593751,302.5672239886062,3.36,indeterminado,,,,,,,,Evento no evaluable: no hay puntos suficientes en el evento o en su tramo de referencia (típico cerca del collar).
PCC_1541_PR01_TH_P06_H3,PCC_1541,1.82,377200.09104496584,6958358.174554621,304.25079094653375,1.845,indeterminado,-0.1368,-0.0254,-0.1706,2.2267,1.0413,2.7761,el dámper cae 14% · la percusión se desestabiliza (CV ×2.2) · la velocidad pierde su patrón (CV ×2.8),Sin firma clara: el dámper se mueve demasiado para ser contacto; la firma de fractura solo reúne una condición.
PCC_1541_PR01_TH_P06_H3,PCC_1541,3.455,377200.2241204599,6958358.298058766,305.87572127487584,1.725,indeterminado,-0.1105,-0.0417,0.0155,11.1446,1.5708,3.0601,el dámper cae 11% · la percusión se desestabiliza (CV ×11.1) · la rotación varía fuerte (CV ×1.6) · la velocidad pierde su patrón (CV ×3.1),Sin firma clara: el dámper se mueve demasiado para ser contacto; la firma de fractura solo reúne una condición.
PCC_1541_PR01_TH_P06_H3,PCC_1541,4.382,377200.2995706024,6958358.368082217,306.79701204819276,1.999,indeterminado,0.0666,0.0364,-0.1089,0.0426,1.3157,0.4855,el dámper no cae (Δ +7%),Sin firma clara: el dámper no cae lo suficiente para ser fractura; la firma de contacto solo reúne 1 de 4 condiciones.
PCC_1541_PR01_TH_P06_H3,PCC_1541,7.018,377200.51411922765,6958358.567199604,309.41677739712844,1.666,contacto,-0.0299,-0.0271,-0.1375,5.9637,0.8397,2.469,el dámper no cae (Δ -3%) · la percusión se desestabiliza (CV ×6.0) · la velocidad pierde su patrón (CV ×2.5),
PCC_1541_PR01_TH_P06_H3,PCC_1541,10.568,377200.8030599028,6958358.835358451,312.94491358404866,4.503,fractura,-0.1106,-0.1011,-0.0519,6.9509,1.7716,2.5565,el dámper cae 11% · la percusión cae 10%,
PCC_1541_PR01_TH_P06_H3,PCC_1541,19.54,377201.53330658947,6958359.513082727,321.86165664575236,1.708,contacto,-0.0406,-0.0242,-0.0017,38.0663,0.9543,2.1682,el dámper no cae (Δ -4%) · la percusión se desestabiliza (CV ×38.1) · la velocidad pierde su patrón (CV ×2.2),
PCC_1541_PR01_TH_P06_H3,PCC_1541,21.172,377201.6661379083,6958359.63636026,323.48360545055624,1.633,contacto,-0.0333,-0.0178,-0.1213,19.7329,1.5585,2.154,el dámper no cae (Δ -3%) · la percusión se desestabiliza (CV ×19.7) · la rotación varía fuerte (CV ×1.6) · la velocidad pierde su patrón (CV ×2.2),
PCC_1541_PR01_TH_P06_H3,PCC_1541,23.048,377201.8188288115,6958359.778068991,325.3480515031372,2.509,contacto,-0.0635,-0.0281,-0.0423,45.4966,1.0865,2.4267,el dámper no cae (Δ -6%) · la percusión se desestabiliza (CV ×45.5) · la velocidad pierde su patrón (CV ×2.4),
PCC_1541_PR01_TH_P06_H3,PCC_1541,24.784,377201.9601248713,6958359.909202444,327.07335979060014,2.858,fractura,-0.1161,-0.0339,0.2274,33.8606,1.7745,2.7411,el dámper cae 12% · la velocidad aumenta 23%,
PCC_1541_PR01_TH_P06_H4,PCC_1541,0.09,377200.4288904031,6958357.371051405,301.9514664031621,4.861,indeterminado,,,,,,,,Evento no evaluable: no hay puntos suficientes en el evento o en su tramo de referencia (típico cerca del collar).
PCC_1541_PR01_TH_P06_H4,PCC_1541,1.756,377200.56928613276,6958357.485550119,303.6075889328063,2.316,indeterminado,0.1102,0.281,-0.0722,3.081,1.5168,2.8324,la percusión se desestabiliza (CV ×3.1) · la rotación varía fuerte (CV ×1.5) · la velocidad pierde su patrón (CV ×2.8),Sin firma clara: el dámper no cae lo suficiente para ser fractura; el dámper se mueve demasiado para ser contacto.
PCC_1541_PR01_TH_P06_H4,PCC_1541,24.339,377202.47238142847,6958359.037605623,326.0566976284585,6.346,fractura,-0.4344,-0.5311,-0.4583,17.7184,4.0306,11.2121,el dámper cae 43% · la percusión cae 53%,
PCC_1541_PR01_TH_P07_H1,PCC_1541,0.027,377198.5222307274,6958359.501165189,302.26914998239647,3.663,indeterminado,,,,,,,,Evento no evaluable: no hay puntos suficientes en el evento o en su tramo de referencia (típico cerca del collar).
PCC_1541_PR01_TH_P07_H1,PCC_1541,1.954,377198.7171237519,6958359.691380736,304.20685428157884,2.775,contacto,-0.0896,0.3032,0.1453,4.0387,1.8077,4.6909,el dámper no cae (Δ -9%) · la percusión se desestabiliza (CV ×4.0) · la rotación varía fuerte (CV ×1.8) · la velocidad pierde su patrón (CV ×4.7),
PCC_1541_PR01_TH_P07_H1,PCC_1541,3.588,377198.88238332735,6958359.852674044,305.8499309940148,2.379,contacto,0.0312,-0.0913,-0.1074,1.5817,1.235,3.6294,el dámper no cae (Δ +3%) · la percusión se desestabiliza (CV ×1.6) · la velocidad pierde su patrón (CV ×3.6),
PCC_1541_PR01_TH_P07_H1,PCC_1541,5.361,377199.06170109194,6958360.027688141,307.6327798380472,2.169,contacto,-0.0188,-0.0145,-0.0856,12.9944,1.1505,5.4465,el dámper no cae (Δ -2%) · la percusión se desestabiliza (CV ×13.0) · la velocidad pierde su patrón (CV ×5.4),
PCC_1541_PR01_TH_P07_H1,PCC_1541,7.135,377199.24111999455,6958360.202800949,309.41663423698316,2.354,contacto,-0.0304,-0.0169,-0.0384,11.7538,1.2061,3.1713,el dámper no cae (Δ -3%) · la percusión se desestabiliza (CV ×11.8) · la velocidad pierde su patrón (CV ×3.2),
PCC_1541_PR01_TH_P07_H1,PCC_1541,9.075,377199.4373278137,6958360.394299736,311.367410749912,1.529,contacto,0.0094,-0.0227,-0.2135,43.7394,1.0257,1.6945,el dámper no cae (Δ +1%) · la percusión se desestabiliza (CV ×43.7) · la velocidad pierde su patrón (CV ×1.7),
PCC_1541_PR01_TH_P07_H1,PCC_1541,20.237,377200.56623073993,6958361.496108733,322.59141458357783,3.074,contacto,0.009,-0.043,0.0158,5.4601,1.3847,1.6396,el dámper no cae (Δ +1%) · la percusión se desestabiliza (CV ×5.5) · la velocidad pierde su patrón (CV ×1.6),
PCC_1541_PR01_TH_P07_H1,PCC_1541,21.155,377200.6590754708,6958361.58672517,323.5145139850565,3.347,indeterminado,-0.0698,-0.0309,0.0038,1.3801,1.2687,1.3264,el dámper no cae (Δ -7%),Sin firma clara: el dámper no cae lo suficiente para ser fractura; la firma de contacto solo reúne 1 de 4 condiciones.
PCC_1541_PR01_TH_P07_H1,PCC_1541,23.723,377200.91879798606,6958361.840214285,326.0967789774283,3.153,indeterminado,0.0079,-0.0402,-0.0215,5.8861,1.2386,1.2346,el dámper no cae (Δ +1%) · la percusión se desestabiliza (CV ×5.9),Sin firma clara: el dámper no cae lo suficiente para ser fractura; la firma de contacto solo reúne 2 de 4 condiciones.
PCC_1541_PR01_TH_P07_H1,PCC_1541,24.87,377201.0348033306,6958361.953435475,327.25015045182494,1.985,indeterminado,-0.0685,0.0193,0.0009,0.1658,1.1412,0.9407,el dámper no cae (Δ -7%),Sin firma clara: el dámper no cae lo suficiente para ser fractura; la firma de contacto solo reúne 1 de 4 condiciones.
PCC_1541_PR01_TH_P07_H1,PCC_1541,25.563,377201.10489200003,6958362.021842,327.947,7.126,contacto,-0.0101,-0.1175,0.0971,19.3387,1.5078,2.024,el dámper no cae (Δ -1%) · la percusión se desestabiliza (CV ×19.3) · la rotación varía fuerte (CV ×1.5) · la velocidad pierde su patrón (CV ×2.0),
PCC_1541_PR01_TH_P07_H2,PCC_1541,0.006,377199.5382155667,6958358.616423961,302.6309424521397,9.679,indeterminado,,,,,,,,Evento no evaluable: no hay puntos suficientes en el evento o en su tramo de referencia (típico cerca del collar).
PCC_1541_PR01_TH_P07_H2,PCC_1541,16.226,377201.14282409794,6958360.1842514975,318.6953714032587,1.826,contacto,-0.0037,-0.0343,-0.0434,62.1733,1.0193,5.1314,el dámper no cae (Δ -0%) · la percusión se desestabiliza (CV ×62.2) · la velocidad pierde su patrón (CV ×5.1),
PCC_1541_PR01_TH_P07_H2,PCC_1541,17.943,377201.3126830898,6958360.350216965,320.39590312391664,1.771,contacto,-0.0268,-0.0366,-0.0816,60.01,0.9213,2.5529,el dámper no cae (Δ -3%) · la percusión se desestabiliza (CV ×60.0) · la velocidad pierde su patrón (CV ×2.6),
PCC_1541_PR01_TH_P07_H2,PCC_1541,19.714,377201.4878841816,6958360.521402081,322.14991691383227,1.876,contacto,-0.0324,-0.0508,0.0602,61.7621,1.2222,3.6407,el dámper no cae (Δ -3%) · la percusión se desestabiliza (CV ×61.8) · la velocidad pierde su patrón (CV ×3.6),
PCC_1541_PR01_TH_P07_H2,PCC_1541,20.523,377201.5679167526,6958360.599600137,322.9511575440083,1.704,indeterminado,0.0402,-0.0081,-0.091,1.273,1.1983,1.4632,el dámper no cae (Δ +4%),Sin firma clara: el dámper no cae lo suficiente para ser fractura; la firma de contacto solo reúne 1 de 4 condiciones.
PCC_1541_PR01_TH_P07_H2,PCC_1541,21.41,377201.6556656902,6958360.685337685,323.82965005200106,1.782,indeterminado,-0.0198,-0.0128,0.0459,1.2358,0.9265,1.0064,el dámper no cae (Δ -2%),Sin firma clara: el dámper no cae lo suficiente para ser fractura; la firma de contacto solo reúne 1 de 4 condiciones.
PCC_1541_PR01_TH_P07_H2,PCC_1541,23.104,377201.8232493432,6958360.849079968,325.50740237278995,2.083,indeterminado,-0.032,-0.0075,0.0453,1.0947,1.462,1.2319,el dámper no cae (Δ -3%),Sin firma clara: el dámper no cae lo suficiente para ser fractura; la firma de contacto solo reúne 1 de 4 condiciones.
PCC_1541_PR01_TH_P07_H2,PCC_1541,23.737,377201.8858706256,6958360.91026584,326.13433107353336,1.623,indeterminado,0.039,-0.0138,-0.1057,1.5025,0.8288,1.2565,el dámper no cae (Δ +4%) · la percusión se desestabiliza (CV ×1.5),Sin firma clara: el dámper no cae lo suficiente para ser fractura; la firma de contacto solo reúne 2 de 4 condiciones.
PCC_1541_PR01_TH_P07_H2,PCC_1541,24.857,377201.996669735,6958361.018525201,327.24358880628637,2.804,indeterminado,-0.0446,-0.0184,-0.0205,1.3667,1.6294,1.1045,el dámper no cae (Δ -4%) · la rotación varía fuerte (CV ×1.6),Sin firma clara: el dámper no cae lo suficiente para ser fractura; la firma de contacto solo reúne 2 de 4 condiciones.
PCC_1541_PR01_TH_P07_H2,PCC_1541,25.637,377202.0738334005,6958361.0939201135,328.0161075844536,3.409,contacto,0.0125,-0.0208,-0.0688,1.5818,0.9629,1.6299,el dámper no cae (Δ +1%) · la percusión se desestabiliza (CV ×1.6) · la velocidad pierde su patrón (CV ×1.6),
PCC_1541_PR01_TH_P07_H3,PCC_1541,0.095,377200.41311172186,6958357.619604969,302.45203752070574,7.925,indeterminado,,,,,,,,Evento no evaluable: no hay puntos suficientes en el evento o en su tramo de referencia (típico cerca del collar).
PCC_1541_PR01_TH_P07_H3,PCC_1541,1.735,377200.5870159724,6958357.77733792,304.0754220886783,2.796,indeterminado,0.1554,0.171,-0.0578,1.7113,1.8074,1.7244,la percusión se desestabiliza (CV ×1.7) · la rotación varía fuerte (CV ×1.8) · la velocidad pierde su patrón (CV ×1.7),Sin firma clara: el dámper no cae lo suficiente para ser fractura; el dámper se mueve demasiado para ser contacto.
PCC_1541_PR01_TH_P07_H3,PCC_1541,16.274,377202.1287195692,6958359.17567899,318.4671222312108,1.955,contacto,0.0066,-0.0418,-0.0149,83.8993,1.2079,2.1435,el dámper no cae (Δ +1%) · la percusión se desestabiliza (CV ×83.9) · la velocidad pierde su patrón (CV ×2.1),
PCC_1541_PR01_TH_P07_H3,PCC_1541,17.985,377202.31015260133,6958359.340240622,320.1607874725529,1.981,contacto,0.0008,-0.0298,0.001,55.8564,1.1748,4.1566,el dámper no cae (Δ +0%) · la percusión se desestabiliza (CV ×55.9) · la velocidad pierde su patrón (CV ×4.2),
PCC_1541_PR01_TH_P07_H3,PCC_1541,19.723,377202.4944486912,6958359.5073990775,321.8811791671482,1.849,contacto,-0.019,-0.0363,0.0445,56.9438,0.8647,2.4767,el dámper no cae (Δ -2%) · la percusión se desestabiliza (CV ×56.9) · la velocidad pierde su patrón (CV ×2.5),
PCC_1541_PR01_TH_P07_H3,PCC_1541,21.387,377202.670897882,6958359.667440314,323.52832058245696,2.41,indeterminado,-0.0532,-0.0194,-0.0467,1.3975,1.1495,1.2117,el dámper no cae (Δ -5%),Sin firma clara: el dámper no cae lo suficiente para ser fractura; la firma de contacto solo reúne 1 de 4 condiciones.
PCC_1541_PR01_TH_P07_H3,PCC_1541,23.14,377202.8567845596,6958359.836041449,325.26356030663743,2.075,contacto,-0.0442,-0.0242,0.0677,1.5059,1.5764,1.1792,el dámper no cae (Δ -4%) · la percusión se desestabiliza (CV ×1.5) · la rotación varía fuerte (CV ×1.6),
PCC_1541_PR01_TH_P07_H3,PCC_1541,24.9,377203.0434135114,6958360.005315834,327.0057291112909,2.283,indeterminado,-0.0365,-0.0156,0.0588,1.6597,1.0381,1.1109,el dámper no cae (Δ -4%) · la percusión se desestabiliza (CV ×1.7),Sin firma clara: el dámper no cae lo suficiente para ser fractura; la firma de contacto solo reúne 2 de 4 condiciones.
PCC_1541_PR01_TH_P07_H3,PCC_1541,25.641,377203.1219885417,6958360.076584197,327.7392217727956,3.636,contacto,0.0059,-0.0457,-0.1484,1.9072,0.9852,1.9409,el dámper no cae (Δ +1%) · la percusión se desestabiliza (CV ×1.9) · la velocidad pierde su patrón (CV ×1.9),
PCC_1541_PR01_TH_P07_H4,PCC_1541,0.235,377200.8717319685,6958356.945533479,302.08943011166735,5.776,indeterminado,,,,,,,,Evento no evaluable: no hay puntos suficientes en el evento o en su tramo de referencia (típico cerca del collar).
PCC_1541_PR01_TH_P07_H4,PCC_1541,1.625,377201.0382478668,6958357.065437116,303.46422949557183,5.311,indeterminado,0.3178,0.2053,0.0601,2.6208,6.3066,2.2402,la percusión se desestabiliza (CV ×2.6) · la rotación varía fuerte (CV ×6.3) · la velocidad pierde su patrón (CV ×2.2),Sin firma clara: el dámper no cae lo suficiente para ser fractura; el dámper se mueve demasiado para ser contacto.
PCC_1541_PR01_TH_P07_H4,PCC_1541,12.808,377202.377922177,6958358.030100695,314.52493561802083,1.844,indeterminado,0.0852,0.0486,-0.1296,0.5634,0.797,0.6141,el dámper no cae (Δ +9%),Sin firma clara: el dámper no cae lo suficiente para ser fractura; la firma de contacto solo reúne 1 de 4 condiciones.
PCC_1541_PR01_TH_P07_H4,PCC_1541,14.501,377202.58073614526,6958358.1761416,316.1994214863304,1.863,contacto,0.0124,-0.0218,0.0206,51.4131,0.8498,3.0216,el dámper no cae (Δ +1%) · la percusión se desestabiliza (CV ×51.4) · la velocidad pierde su patrón (CV ×3.0),
PCC_1541_PR01_TH_P07_H4,PCC_1541,16.258,377202.7912170326,6958358.327703248,317.9372074701579,1.62,contacto,0.0041,-0.0295,-0.1267,58.3772,1.0978,3.1985,el dámper no cae (Δ +0%) · la percusión se desestabiliza (CV ×58.4) · la velocidad pierde su patrón (CV ×3.2),
PCC_1541_PR01_TH_P07_H4,PCC_1541,18.03,377203.0034948541,6958358.48055882,319.6898294185599,1.675,contacto,-0.0128,-0.0361,0.0702,52.2275,0.7755,2.9867,el dámper no cae (Δ -1%) · la percusión se desestabiliza (CV ×52.2) · la velocidad pierde su patrón (CV ×3.0),
PCC_1541_PR01_TH_P07_H4,PCC_1541,19.723,377203.2063088224,6958358.626599725,321.3643152868695,1.546,contacto,-0.0341,-0.0285,-0.0294,45.9359,1.2503,1.6019,el dámper no cae (Δ -3%) · la percusión se desestabiliza (CV ×45.9) · la velocidad pierde su patrón (CV ×1.6),
PCC_1541_PR01_TH_P07_H4,PCC_1541,21.398,377203.40696646966,6958358.771087921,323.0209979976897,1.65,indeterminado,-0.0389,-0.0262,-0.0088,1.9435,1.2647,1.2458,el dámper no cae (Δ -4%) · la percusión se desestabiliza (CV ×1.9),Sin firma clara: el dámper no cae lo suficiente para ser fractura; la firma de contacto solo reúne 2 de 4 condiciones.
PCC_1541_PR01_TH_P07_H4,PCC_1541,23.134,377203.6149316492,6958358.920838076,324.73801363111284,1.917,indeterminado,-0.0238,-0.0196,0.0171,1.4849,1.9853,1.1942,el dámper no cae (Δ -2%) · la rotación varía fuerte (CV ×2.0),Sin firma clara: el dámper no cae lo suficiente para ser fractura; la firma de contacto solo reúne 2 de 4 condiciones.
PCC_1541_PR01_TH_P07_H4,PCC_1541,24.678,377203.7998960715,6958359.054026,326.2651289179823,4.485,contacto,-0.0739,-0.0811,-0.1108,3.7865,1.7133,1.817,el dámper no cae (Δ -7%) · la percusión se desestabiliza (CV ×3.8) · la rotación varía fuerte (CV ×1.7) · la velocidad pierde su patrón (CV ×1.8),
PCC_1541_PR01_TH_P07_H4,PCC_1541,25.561,377203.9056755954,6958359.130195002,327.1384726992684,2.459,indeterminado,0.0118,0.0023,-0.1278,0.6596,0.9838,1.3465,el dámper no cae (Δ +1%),Sin firma clara: el dámper no cae lo suficiente para ser fractura; la firma de contacto solo reúne 1 de 4 condiciones.
PCC_1541_PR01_TH_P08_H1,PCC_1541,0.173,377198.809930629,6958359.418565092,302.9212074535595,5.925,indeterminado,,,,,,,,Evento no evaluable: no hay puntos suficientes en el evento o en su tramo de referencia (típico cerca del collar).
PCC_1541_PR01_TH_P08_H1,PCC_1541,1.796,377199.051650952,6958359.655214359,304.50862766816664,1.739,contacto,-0.0646,0.2685,0.4504,39.6731,0.7408,3.7635,el dámper no cae (Δ -6%) · la percusión se desestabiliza (CV ×39.7) · la velocidad pierde su patrón (CV ×3.8),
PCC_1541_PR01_TH_P08_H1,PCC_1541,3.442,377199.2967967634,6958359.895217251,306.1185436713973,3.872,indeterminado,-0.1021,-0.0151,-0.1923,4.546,1.0929,2.6519,el dámper cae 10% · la percusión se desestabiliza (CV ×4.5) · la velocidad pierde su patrón (CV ×2.7),Sin firma clara: el dámper se mueve demasiado para ser contacto; la firma de fractura solo reúne una condición.
PCC_1541_PR01_TH_P08_H1,PCC_1541,15.957,377201.1607091744,6958361.720026604,318.35918691588785,1.705,contacto,-0.0369,-0.0243,-0.0196,35.0874,0.9353,3.4852,el dámper no cae (Δ -4%) · la percusión se desestabiliza (CV ×35.1) · la velocidad pierde su patrón (CV ×3.5),
PCC_1541_PR01_TH_P08_H1,PCC_1541,21.02,377201.91476339236,6958362.458261503,323.31119464635975,1.783,contacto,-0.054,-0.0317,0.1005,45.0987,1.4206,1.9863,el dámper no cae (Δ -5%) · la percusión se desestabiliza (CV ×45.1) · la velocidad pierde su patrón (CV ×2.0),
PCC_1541_PR01_TH_P08_H1,PCC_1541,22.979,377202.2065256307,6958362.743902856,325.22724899042345,2.163,contacto,-0.0422,-0.0392,-0.0991,49.3701,1.0847,2.2945,el dámper no cae (Δ -4%) · la percusión se desestabiliza (CV ×49.4) · la velocidad pierde su patrón (CV ×2.3),
PCC_1541_PR01_TH_P08_H1,PCC_1541,24.652,377202.45569266734,6958362.987842611,326.86357309334255,1.51,contacto,-0.0432,-0.0198,-0.1421,30.0203,1.4728,2.5703,el dámper no cae (Δ -4%) · la percusión se desestabiliza (CV ×30.0) · la velocidad pierde su patrón (CV ×2.6),
PCC_1541_PR01_TH_P08_H2,PCC_1541,0.106,377199.65576826443,6958358.375820334,302.3456922840219,7.735,indeterminado,,,,,,,,Evento no evaluable: no hay puntos suficientes en el evento o en su tramo de referencia (típico cerca del collar).
PCC_1541_PR01_TH_P08_H2,PCC_1541,1.82,377199.91073812597,6958358.625164217,304.0223769520733,7.633,contacto,0.0105,-0.1916,-0.0937,9.765,2.6601,5.6138,el dámper no cae (Δ +1%) · la percusión se desestabiliza (CV ×9.8) · la rotación varía fuerte (CV ×2.7) · la velocidad pierde su patrón (CV ×5.6),
PCC_1541_PR01_TH_P08_H2,PCC_1541,7.021,377200.68442438607,6958359.381778882,309.11014647280564,2.397,contacto,-0.0062,-0.0398,-0.0795,40.2279,1.2326,3.152,el dámper no cae (Δ -1%) · la percusión se desestabiliza (CV ×40.2) · la velocidad pierde su patrón (CV ×3.2),
PCC_1541_PR01_TH_P08_H2,PCC_1541,21.181,377202.7908265093,6958361.441702676,322.96187045157325,1.643,contacto,-0.0404,-0.0365,-0.0885,51.7091,1.6013,2.2327,el dámper no cae (Δ -4%) · la percusión se desestabiliza (CV ×51.7) · la rotación varía fuerte (CV ×1.6) · la velocidad pierde su patrón (CV ×2.2),
PCC_1541_PR01_TH_P08_H2,PCC_1541,24.669,377203.3096916651,6958361.949118933,326.37393353334875,2.185,contacto,-0.0561,-0.0478,-0.0038,88.7553,1.7554,2.0532,el dámper no cae (Δ -6%) · la percusión se desestabiliza (CV ×88.8) · la rotación varía fuerte (CV ×1.8) · la velocidad pierde su patrón (CV ×2.1),
PCC_1541_PR01_TH_P08_HU5,PCC_1541,0.669,377200.77291534684,6958356.718785451,302.12023582652904,3.29,indeterminado,,,,,,,,Evento no evaluable: no hay puntos suficientes en el evento o en su tramo de referencia (típico cerca del collar).
PCC_1541_PR01_TH_P08_HU5,PCC_1541,2.268,377201.0300587991,6958356.932416754,303.68394746572176,3.416,indeterminado,0.848,1.3494,-0.5018,0.3677,0.4899,0.6553,,Sin firma clara: el dámper no cae lo suficiente para ser fractura; el dámper se mueve demasiado para ser contacto.
PCC_1541_PR01_TH_P08_HU5,PCC_1541,7.544,377201.878519621,6958357.637306528,308.8435113233708,1.762,fractura,-0.1539,-0.1277,-0.1471,136.9187,1.2852,2.5995,el dámper cae 15% · la percusión cae 13%,
PCC_1541_PR01_TH_P08_HU5,PCC_1541,10.869,377202.4132300518,6958358.081536722,312.0951318363889,1.872,indeterminado,-0.1201,-0.0963,-0.1844,176.1584,0.841,2.1886,el dámper cae 12% · la percusión se desestabiliza (CV ×176.2) · la velocidad pierde su patrón (CV ×2.2),Sin firma clara: el dámper se mueve demasiado para ser contacto; la firma de fractura solo reúne una condición.
PCC_1541_PR01_TH_P08_HU5,PCC_1541,14.587,377203.0111408433,6958358.578272921,315.7310792250809,3.294,fractura,-0.1632,-0.1425,-0.2226,209.1206,1.0785,4.4466,el dámper cae 16% · la percusión cae 14%,
